GEOID,NAME,variable,estimate,moe
05,Arkansas,B27010_042,122445,5708
05,Arkansas,B27010_050,124471,7053
05,Arkansas,B27010_051,507648,3089
05,Arkansas,B27010_052,175847,6622
05,Arkansas,B27010_058,329025,6581
05,Arkansas,B27010_066,2776,919
06,California,B27010_002,9405057,10103
06,California,B27010_003,8516538,24991
06,California,B27010_010,554485,20223
06,California,B27010_017,334034,14245
06,California,B27010_018,8969828,11065
06,California,B27010_019,7408898,24924
06,California,B27010_026,450956,12067
06,California,B27010_033,1109974,21334
06,California,B27010_034,14884065,7845
06,California,B27010_035,12355372,31265
06,California,B27010_042,1026842,17557
06,California,B27010_050,1501851,26116
06,California,B27010_051,5738631,4076
06,California,B27010_052,2082631,19352
06,California,B27010_058,3599862,19751
06,California,B27010_066,56138,4481
08,Colorado,B27010_002,1331001,4067
08,Colorado,B27010_003,1188191,10445
08,Colorado,B27010_010,70254,5925
08,Colorado,B27010_017,72556,7546
08,Colorado,B27010_018,1315152,5858
08,Colorado,B27010_019,1062038,10681
08,Colorado,B27010_026,77004,5151
08,Colorado,B27010_033,176110,8686
08,Colorado,B27010_034,2188707,4971
08,Colorado,B27010_035,1827091,11576
08,Colorado,B27010_042,161774,6834
08,Colorado,B27010_050,199842,8393
08,Colorado,B27010_051,829339,2683
08,Colorado,B27010_052,320101,7319
08,Colorado,B27010_058,504271,7573
08,Colorado,B27010_066,4967,1443
09,Connecticut,B27010_002,773214,3696
09,Connecticut,B27010_003,700808,5925
09,Connecticut,B27010_010,45505,5183
09,Connecticut,B27010_017,26901,3572
09,Connecticut,B27010_018,723167,4737
09,Connecticut,B27010_019,614332,7913
09,Connecticut,B27010_026,38285,3559
09,Connecticut,B27010_033,70550,5679
09,Connecticut,B27010_034,1409084,2914
09,Connecticut,B27010_035,1199839,8939
09,Connecticut,B27010_042,103281,5313
09,Connecticut,B27010_050,105964,7419
09,Connecticut,B27010_051,609097,1782
09,Connecticut,B27010_052,204136,6115
09,Connecticut,B27010_058,401192,5832
09,Connecticut,B27010_066,3769,977
10,Delaware,B27010_002,215399,1793
10,Delaware,B27010_003,186343,3829
10,Delaware,B27010_010,18674,2989
10,Delaware,B27010_017,10382,2920
10,Delaware,B27010_018,191605,2473
10,Delaware,B27010_019,152651,4194
10,Delaware,B27010_026,14334,2020
10,Delaware,B27010_033,24620,3339
10,Delaware,B27010_034,363631,1493
10,Delaware,B27010_035,297881,5531
10,Delaware,B27010_042,38574,4027
10,Delaware,B27010_050,27176,3660
10,Delaware,B27010_051,185743,801
10,Delaware,B27010_052,48032,3301
10,Delaware,B27010_058,137119,3307
10,Delaware,B27010_066,592,352
11,District of Columbia,B27010_002,138489,2032
11,District of Columbia,B27010_003,125312,3357
11,District of Columbia,B27010_010,10353,2467
11,District of Columbia,B27010_017,2824,1230
11,District of Columbia,B27010_018,222630,2149
11,District of Columbia,B27010_019,200835,3761
11,District of Columbia,B27010_026,10148,1913
11,District of Columbia,B27010_033,11647,2967
11,District of Columbia,B27010_034,250380,878
11,District of Columbia,B27010_035,214971,3713
11,District of Columbia,B27010_042,26056,2862
11,District of Columbia,B27010_050,9353,2402
11,District of Columbia,B27010_051,85100,352
11,District of Columbia,B27010_052,21736,2261
11,District of Columbia,B27010_058,62682,2308
11,District of Columbia,B27010_066,682,454
12,Florida,B27010_002,4479868,9379
12,Florida,B27010_003,3916139,21883
12,Florida,B27010_010,221050,12049
12,Florida,B27010_017,342679,16175
12,Florida,B27010_018,4150587,11496
12,Florida,B27010_019,2976937,23997
12,Florida,B27010_026,192292,8876
12,Florida,B27010_033,981358,22350
12,Florida,B27010_034,8098515,9442
12,Florida,B27010_035,6003338,31114
12,Florida,B27010_042,684852,15928
12,Florida,B27010_050,1410325,26171
12,Florida,B27010_051,4427800,4095
12,Florida,B27010_052,1753271,19424
12,Florida,B27010_058,2624543,20570
12,Florida,B27010_066,49986,4915
13,Georgia,B27010_002,2661991,8783
13,Georgia,B27010_003,2311842,18174
13,Georgia,B27010_010,153013,10156
13,Georgia,B27010_017,197136,14145
13,Georgia,B27010_018,2239168,14062
13,Georgia,B27010_019,1593393,18106
13,Georgia,B27010_026,115312,8250
13,Georgia,B27010_033,530463,15183
13,Georgia,B27010_034,4026603,12948
13,Georgia,B27010_035,2993027,20852
13,Georgia,B27010_042,377783,11454
13,Georgia,B27010_050,655793,18240
13,Georgia,B27010_051,1492650,5102
13,Georgia,B27010_052,518978,12227
13,Georgia,B27010_058,959241,11912
13,Georgia,B27010_066,14431,2407
15,Hawaii,B27010_002,315053,1432
15,Hawaii,B27010_003,269932,5075
15,Hawaii,B27010_010,36298,4460
15,Hawaii,B27010_017,8823,2229
15,Hawaii,B27010_018,261896,2903
15,Hawaii,B27010_019,214432,4460
15,Hawaii,B27010_026,25384,3028
15,Hawaii,B27010_033,22080,3097
15,Hawaii,B27010_034,516174,2172
15,Hawaii,B27010_035,431545,5659
15,Hawaii,B27010_042,60597,4150
15,Hawaii,B27010_050,24032,2782
15,Hawaii,B27010_051,265592,1079
15,Hawaii,B27010_052,66906,3680
15,Hawaii,B27010_058,197142,3744
15,Hawaii,B27010_066,1544,641
16,Idaho,B27010_002,474852,2934
16,Idaho,B27010_003,422023,6366
16,Idaho,B27010_010,29260,4598
16,Idaho,B27010_017,23569,3631
16,Idaho,B27010_018,366603,3672
16,Idaho,B27010_019,271347,6370
16,Idaho,B27010_026,20453,2810
16,Idaho,B27010_033,74803,5460
16,Idaho,B27010_034,639586,3150
16,Idaho,B27010_035,487396,7401
16,Idaho,B27010_042,60542,5323
16,Idaho,B27010_050,91648,6407
16,Idaho,B27010_051,283870,1974
16,Idaho,B27010_052,91106,4822
16,Idaho,B27010_058,191589,4865
16,Idaho,B27010_066,1175,505
17,Illinois,B27010_002,2981525,6494
17,Illinois,B27010_003,2730754,11968
17,Illinois,B27010_010,130732,6891
17,Illinois,B27010_017,120039,8631
17,Illinois,B27010_018,2686143,8476
17,Illinois,B27010_019,2245530,12683
17,Illinois,B27010_026,108743,5869
17,Illinois,B27010_033,331870,11635
17,Illinois,B27010_034,4839031,7117
17,Illinois,B27010_035,4067338,16975
17,Illinois,B27010_042,317002,11152
17,Illinois,B27010_050,454691,14458
17,Illinois,B27010_051,1981678,3948
17,Illinois,B27010_052,693443,10227
17,Illinois,B27010_058,1271544,11227
17,Illinois,B27010_066,16691,2696
18,Indiana,B27010_002,1663849,5377
18,Indiana,B27010_003,1452317,11032
18,Indiana,B27010_010,92749,6946
18,Indiana,B27010_017,118783,9328
18,Indiana,B27010_018,1421604,7137
18,Indiana,B27010_019,1144038,11408
18,Indiana,B27010_026,74103,5408
18,Indiana,B27010_033,203463,8019
18,Indiana,B27010_034,2498398,6282
18,Indiana,B27010_035,2050164,12063
18,Indiana,B27010_042,196948,7268
18,Indiana,B27010_050,251286,10230
18,Indiana,B27010_051,1047678,3111
18,Indiana,B27010_052,359124,8987
18,Indiana,B27010_058,683650,9078
18,Indiana,B27010_066,4904,1402
19,Iowa,B27010_002,765322,4042
19,Iowa,B27010_003,685145,7021
19,Iowa,B27010_010,57826,4947
19,Iowa,B27010_017,22351,3616
19,Iowa,B27010_018,655837,4203
19,Iowa,B27010_019,552145,6862
19,Iowa,B27010_026,43835,4029
19,Iowa,B27010_033,59857,5211
19,Iowa,B27010_034,1159250,4040
19,Iowa,B27010_035,985821,7602
19,Iowa,B27010_042,101542,5119
19,Iowa,B27010_050,71887,4945
19,Iowa,B27010_051,531505,1906
19,Iowa,B27010_052,159729,5728
19,Iowa,B27010_058,369809,5712
19,Iowa,B27010_066,1967,719
20,Kansas,B27010_002,739651,3536
20,Kansas,B27010_003,645376,6827
20,Kansas,B27010_010,51239,4756
20,Kansas,B27010_017,43036,5054
20,Kansas,B27010_018,607286,5183
20,Kansas,B27010_019,472239,6741
20,Kansas,B27010_026,39195,3694
20,Kansas,B27010_033,95852,5353
20,Kansas,B27010_034,1044870,4389
20,Kansas,B27010_035,828084,8559
20,Kansas,B27010_042,96007,5784
20,Kansas,B27010_050,120779,6192
20,Kansas,B27010_051,460024,2472
20,Kansas,B27010_052,140952,6085
20,Kansas,B27010_058,316347,6427
20,Kansas,B27010_066,2725,1035
21,Kentucky,B27010_002,1058586,5180
21,Kentucky,B27010_003,953429,8620
21,Kentucky,B27010_010,60066,5232
21,Kentucky,B27010_017,45091,4805
21,Kentucky,B27010_018,907647,5866
21,Kentucky,B27010_019,750282,8835
21,Kentucky,B27010_026,51686,3715
21,Kentucky,B27010_033,105679,7222
21,Kentucky,B27010_034,1687149,5327
21,Kentucky,B27010_035,1379221,8707
21,Kentucky,B27010_042,178251,8197
21,Kentucky,B27010_050,129677,6552
21,Kentucky,B27010_051,731514,3401
21,Kentucky,B27010_052,217608,6990
21,Kentucky,B27010_058,511790,7827
21,Kentucky,B27010_066,2116,717
22,Louisiana,B27010_002,1148751,5446
22,Louisiana,B27010_003,1038568,11083
22,Louisiana,B27010_010,60145,6458
22,Louisiana,B27010_017,50038,6767
22,Louisiana,B27010_018,959954,7454
22,Louisiana,B27010_019,743073,9818
22,Louisiana,B27010_026,59583,5210
22,Louisiana,B27010_033,157298,8320
22,Louisiana,B27010_034,1708245,6088
22,Louisiana,B27010_035,1344349,11613
22,Louisiana,B27010_042,171991,8306
22,Louisiana,B27010_050,191905,9280
22,Louisiana,B27010_051,722740,3566
22,Louisiana,B27010_052,274450,8467
22,Louisiana,B27010_058,443278,8898
22,Louisiana,B27010_066,5012,1260
23,Maine,B27010_002,261737,2156
23,Maine,B27010_003,224877,3807
23,Maine,B27010_010,22197,3379
23,Maine,B27010_017,14663,2760
23,Maine,B27010_018,250775,2942
23,Maine,B27010_019,195422,4685
23,Maine,B27010_026,20777,2360
23,Maine,B27010_033,34576,3629
23,Maine,B27010_034,537527,2148
23,Maine,B27010_035,423828,5397
23,Maine,B27010_042,56681,3567
23,Maine,B27010_050,57018,3778
23,Maine,B27010_051,277584,1334
23,Maine,B27010_052,83424,3451
23,Maine,B27010_058,193880,3325
23,Maine,B27010_066,280,164
24,Maryland,B27010_002,1410735,4426
24,Maryland,B27010_003,1266547,8594
24,Maryland,B27010_010,96406,6903
24,Maryland,B27010_017,47782,6397
24,Maryland,B27010_018,1227431,5534
24,Maryland,B27010_019,1022190,9593
24,Maryland,B27010_026,72967,5806
24,Maryland,B27010_033,132274,8034
24,Maryland,B27010_034,2370567,5679
24,Maryland,B27010_035,1989784,11940
24,Maryland,B27010_042,213192,8201
24,Maryland,B27010_050,167591,8589
24,Maryland,B27010_051,937113,2821
24,Maryland,B27010_052,248636,6780
24,Maryland,B27010_058,679293,7745
24,Maryland,B27010_066,9184,1850
25,Massachusetts,B27010_002,1446247,4796
25,Massachusetts,B27010_003,1313181,8939
25,Massachusetts,B27010_010,111043,7476
25,Massachusetts,B27010_017,22023,2813
25,Massachusetts,B27010_018,1571424,6051
25,Massachusetts,B27010_019,1377769,10304
25,Massachusetts,B27010_026,105676,5066
25,Massachusetts,B27010_033,87979,7296
25,Massachusetts,B27010_034,2666596,4364
25,Massachusetts,B27010_035,2343915,10575
25,Massachusetts,B27010_042,233390,9111
25,Massachusetts,B27010_050,89291,5496
25,Massachusetts,B27010_051,1136702,2668
25,Massachusetts,B27010_052,329018,9284
25,Massachusetts,B27010_058,802898,9010
25,Massachusetts,B27010_066,4786,1279
26,Michigan,B27010_002,2280491,5431
26,Michigan,B27010_003,2037071,9223
26,Michigan,B27010_010,165456,7936
26,Michigan,B27010_017,77964,6247
26,Michigan,B27010_018,2082616,6398
26,Michigan,B27010_019,1740599,12841
26,Michigan,B27010_026,124120,6133
26,Michigan,B27010_033,217897,8435
26,Michigan,B27010_034,3786396,4876
26,Michigan,B27010_035,3152202,13585
26,Michigan,B27010_042,364082,10239
26,Michigan,B27010_050,270112,9029
26,Michigan,B27010_051,1729983,3386
26,Michigan,B27010_052,411359,8230
26,Michigan,B27010_058,1313457,8859
26,Michigan,B27010_066,5167,1130
27,Minnesota,B27010_002,1378383,3817
27,Minnesota,B27010_003,1249125,10598
27,Minnesota,B27010_010,86871,6424
27,Minnesota,B27010_017,42387,5331
27,Minnesota,B27010_018,1167499,5335
27,Minnesota,B27010_019,1004425,7900
27,Minnesota,B27010_026,61995,3793
27,Minnesota,B27010_033,101079,6614
27,Minnesota,B27010_034,2143024,5113
27,Minnesota,B27010_035,1873935,10285
27,Minnesota,B27010_042,142601,5677
27,Minnesota,B27010_050,126488,6676
27,Minnesota,B27010_051,891922,2808
27,Minnesota,B27010_052,228218,5687
27,Minnesota,B27010_058,661046,6353
27,Minnesota,B27010_066,2658,774
28,Mississippi,B27010_002,744641,5658
28,Mississippi,B27010_003,662802,7430
28,Mississippi,B27010_010,36126,4384
28,Mississippi,B27010_017,45713,5180
28,Mississippi,B27010_018,590127,7458
28,Mississippi,B27010_019,408039,7640
28,Mississippi,B27010_026,31197,4645
28,Mississippi,B27010_033,150891,7764
28,Mississippi,B27010_034,1096346,7617
28,Mississippi,B27010_035,797526,11125
28,Mississippi,B27010_042,120068,6336
28,Mississippi,B27010_050,178752,9237
28,Mississippi,B27010_051,473495,2877
28,Mississippi,B27010_052,159239,6467
28,Mississippi,B27010_058,312740,6508
28,Mississippi,B27010_066,1516,583
29,Missouri,B27010_002,1446554,5654
29,Missouri,B27010_003,1281805,8597
29,Missouri,B27010_010,70063,5791
29,Missouri,B27010_017,94686,7154
29,Missouri,B27010_018,1268067,6568
29,Missouri,B27010_019,977647,11194
29,Missouri,B27010_026,60714,4684
29,Missouri,B27010_033,229706,10524
29,Missouri,B27010_034,2283863,5748
29,Missouri,B27010_035,1810720,12944
29,Missouri,B27010_042,199035,6651
29,Missouri,B27010_050,274108,10833
29,Missouri,B27010_051,1022181,2987
29,Missouri,B27010_052,371475,9185
29,Missouri,B27010_058,645504,9516
29,Missouri,B27010_066,5202,1383
30,Montana,B27010_002,241743,2147
30,Montana,B27010_003,205470,3586
30,Montana,B27010_010,21239,2841
30,Montana,B27010_017,15034,2170
30,Montana,B27010_018,212611,2511
30,Montana,B27010_019,169674,3837
30,Montana,B27010_026,16642,2229
30,Montana,B27010_033,26295,2966
30,Montana,B27010_034,396092,2440
30,Montana,B27010_035,309892,4788
30,Montana,B27010_042,40890,3232
30,Montana,B27010_050,45310,3378
30,Montana,B27010_051,203200,1562
30,Montana,B27010_052,65855,3450
30,Montana,B27010_058,136843,3538
30,Montana,B27010_066,502,237
31,Nebraska,B27010_002,502094,2665
31,Nebraska,B27010_003,442954,5095
31,Nebraska,B27010_010,30746,3250
31,Nebraska,B27010_017,28394,4008
31,Nebraska,B27010_018,407429,3706
31,Nebraska,B27010_019,320306,5530
31,Nebraska,B27010_026,28986,3426
31,Nebraska,B27010_033,58137,3654
31,Nebraska,B27010_034,693698,3302
31,Nebraska,B27010_035,559633,6667
31,Nebraska,B27010_042,63141,3710
31,Nebraska,B27010_050,70924,4749
31,Nebraska,B27010_051,300990,1881
31,Nebraska,B27010_052,103342,3522
31,Nebraska,B27010_058,197180,3794
31,Nebraska,B27010_066,468,278
32,Nevada,B27010_002,724678,2791
32,Nevada,B27010_003,634231,7368
32,Nevada,B27010_010,32461,4282
32,Nevada,B27010_017,57986,6331
32,Nevada,B27010_018,650688,3984
32,Nevada,B27010_019,501172,5989
32,Nevada,B27010_026,33131,3206
32,Nevada,B27010_033,116385,6331
32,Nevada,B27010_034,1174285,3633
32,Nevada,B27010_035,913135,8978
32,Nevada,B27010_042,94142,4801
32,Nevada,B27010_050,167008,7809
32,Nevada,B27010_051,493768,1577
32,Nevada,B27010_052,205898,5677
32,Nevada,B27010_058,281618,5773
32,Nevada,B27010_066,6252,1786
33,New Hampshire,B27010_002,276888,2180
33,New Hampshire,B27010_003,256319,3915
33,New Hampshire,B27010_010,10393,2271
33,New Hampshire,B27010_017,10176,2403
33,New Hampshire,B27010_018,269894,2923
33,New Hampshire,B27010_019,224267,4524
33,New Hampshire,B27010_026,13171,2195
33,New Hampshire,B27010_033,32456,3278
33,New Hampshire,B27010_034,551108,2719
33,New Hampshire,B27010_035,475323,6249
33,New Hampshire,B27010_042,34863,3442
33,New Hampshire,B27010_050,40922,4705
33,New Hampshire,B27010_051,245447,1596
33,New Hampshire,B27010_052,74699,3848
33,New Hampshire,B27010_058,170278,4178
33,New Hampshire,B27010_066,470,346
34,New Jersey,B27010_002,2041577,4577
34,New Jersey,B27010_003,1864618,9767
34,New Jersey,B27010_010,88838,7188
34,New Jersey,B27010_017,88121,7658
34,New Jersey,B27010_018,1764179,5436
34,New Jersey,B27010_019,1454827,11069
34,New Jersey,B27010_026,67725,4613
34,New Jersey,B27010_033,241627,10640
34,New Jersey,B27010_034,3533939,3757
34,New Jersey,B27010_035,2974671,14015
34,New Jersey,B27010_042,211753,7107
34,New Jersey,B27010_050,347515,11844
34,New Jersey,B27010_051,1436281,1873
34,New Jersey,B27010_052,492564,11319
34,New Jersey,B27010_058,928639,11350
34,New Jersey,B27010_066,15078,2582
35,New Mexico,B27010_002,501566,2978
35,New Mexico,B27010_003,432958,6831
35,New Mexico,B27010_010,39771,4976
35,New Mexico,B27010_017,28837,4372
35,New Mexico,B27010_018,428565,4722
35,New Mexico,B27010_019,324931,7075
35,New Mexico,B27010_026,32566,3272
35,New Mexico,B27010_033,71068,6027
35,New Mexico,B27010_034,755637,4075
35,New Mexico,B27010_035,566262,7197
35,New Mexico,B27010_042,87436,4933
35,New Mexico,B27010_050,101939,6882
35,New Mexico,B27010_051,373150,2250
35,New Mexico,B27010_052,124390,5270
35,New Mexico,B27010_058,245448,5475
35,New Mexico,B27010_066,3312,1029
36,New York,B27010_002,4264419,7234
36,New York,B27010_003,3861218,16784
36,New York,B27010_010,302406,14362
36,New York,B27010_017,100795,8269
36,New York,B27010_018,4318696,8635
36,New York,B27010_019,3677752,16658
36,New York,B27010_026,254007,8695
36,New York,B27010_033,386937,12662
36,New York,B27010_034,7429260,5806
36,New York,B27010_035,6314792,22516
36,New York,B27010_042,621053,14494
36,New York,B27010_050,493415,14638
36,New York,B27010_051,3200428,3525
36,New York,B27010_052,972625,16030
36,New York,B27010_058,2202422,16946
36,New York,B27010_066,25381,3054
37,North Carolina,B27010_002,2454735,7640
37,North Carolina,B27010_003,2183696,14001
37,North Carolina,B27010_010,129511,9273
37,North Carolina,B27010_017,141528,9310
37,North Carolina,B27010_018,2136877,12858
37,North Carolina,B27010_019,1598990,18297
37,North Carolina,B27010_026,116208,5983
37,North Carolina,B27010_033,421679,13632
37,North Carolina,B27010_034,3977577,8961
37,North Carolina,B27010_035,3009683,18136
37,North Carolina,B27010_042,385845,11139
37,North Carolina,B27010_050,582049,14823
37,North Carolina,B27010_051,1711873,4387
37,North Carolina,B27010_052,554489,9541
37,North Carolina,B27010_058,1145360,9843
37,North Carolina,B27010_066,12024,2461
38,North Dakota,B27010_002,187129,2903
38,North Dakota,B27010_003,158472,4284
38,North Dakota,B27010_010,14123,2964
38,North Dakota,B27010_017,14534,2840
38,North Dakota,B27010_018,179227,3895
38,North Dakota,B27010_019,149693,4436
38,North Dakota,B27010_026,12126,2312
38,North Dakota,B27010_033,17408,2671
38,North Dakota,B27010_034,264027,3216
38,North Dakota,B27010_035,218602,3795
38,North Dakota,B27010_042,26606,2786
38,North Dakota,B27010_050,18819,2244
38,North Dakota,B27010_051,113789,1211
38,North Dakota,B27010_052,30139,2298
38,North Dakota,B27010_058,83087,2691
38,North Dakota,B27010_066,563,290
39,Ohio,B27010_002,2736050,6968
39,Ohio,B27010_003,2435916,13647
39,Ohio,B27010_010,169105,8454
39,Ohio,B27010_017,131029,9237
39,Ohio,B27010_018,2402262,8015
39,Ohio,B27010_019,2006542,13205
39,Ohio,B27010_026,120641,6617
39,Ohio,B27010_033,275079,10750
39,Ohio,B27010_034,4403077,6295
39,Ohio,B27010_035,3704775,15489
39,Ohio,B27010_042,356150,9288
39,Ohio,B27010_050,342152,13466
39,Ohio,B27010_051,1973562,3597
39,Ohio,B27010_052,680478,9605
39,Ohio,B27010_058,1283582,10017
39,Ohio,B27010_066,9502,1837
40,Oklahoma,B27010_002,1005168,3251
40,Oklahoma,B27010_003,850180,8021
40,Oklahoma,B27010_010,68709,5781
40,Oklahoma,B27010_017,86279,5970
40,Oklahoma,B27010_018,833274,5112
40,Oklahoma,B27010_019,579042,8229
40,Oklahoma,B27010_026,46056,3361
40,Oklahoma,B27010_033,208176,6974
40,Oklahoma,B27010_034,1417413,4499
40,Oklahoma,B27010_035,1026922,9890
40,Oklahoma,B27010_042,136431,4847
40,Oklahoma,B27010_050,254060,7645
40,Oklahoma,B27010_051,615803,2503
40,Oklahoma,B27010_052,189148,5841
40,Oklahoma,B27010_058,422335,5819
40,Oklahoma,B27010_066,4320,971
41,Oregon,B27010_002,914386,3711
41,Oregon,B27010_003,821226,8364
41,Oregon,B27010_010,55645,6436
41,Oregon,B27010_017,37515,5097
41,Oregon,B27010_018,892922,5918
41,Oregon,B27010_019,728444,8688
41,Oregon,B27010_026,55485,4423
41,Oregon,B27010_033,108993,6654
41,Oregon,B27010_034,1610753,4853
41,Oregon,B27010_035,1331432,10177
41,Oregon,B27010_042,131230,5524
41,Oregon,B27010_050,148091,8548
41,Oregon,B27010_051,756941,3096
41,Oregon,B27010_052,256001,8239
41,Oregon,B27010_058,496119,8251
41,Oregon,B27010_066,4821,1450
42,Pennsylvania,B27010_002,2803506,5840
42,Pennsylvania,B27010_003,2462783,15295
42,Pennsylvania,B27010_010,212816,9701
42,Pennsylvania,B27010_017,127907,9488
42,Pennsylvania,B27010_018,2617022,6929
42,Pennsylvania,B27010_019,2211370,14067
42,Pennsylvania,B27010_026,146234,7782
42,Pennsylvania,B27010_033,259418,11374
42,Pennsylvania,B27010_034,4863648,5470
42,Pennsylvania,B27010_035,4104148,16886
42,Pennsylvania,B27010_042,431174,10802
42,Pennsylvania,B27010_050,328326,12265
42,Pennsylvania,B27010_051,2308960,3621
42,Pennsylvania,B27010_052,650633,11412
42,Pennsylvania,B27010_058,1647530,12090
42,Pennsylvania,B27010_066,10797,1853
44,Rhode Island,B27010_002,220276,2180
44,Rhode Island,B27010_003,191111,5207
44,Rhode Island,B27010_010,24984,4573
44,Rhode Island,B27010_017,4181,1611
44,Rhode Island,B27010_018,236505,2508
44,Rhode Island,B27010_019,198062,5405
44,Rhode Island,B27010_026,19481,3650
44,Rhode Island,B27010_033,18962,3858
44,Rhode Island,B27010_034,406431,1943
44,Rhode Island,B27010_035,348078,5362
44,Rhode Island,B27010_042,39641,3906
44,Rhode Island,B27010_050,18712,3008
44,Rhode Island,B27010_051,180541,1121
44,Rhode Island,B27010_052,59254,3642
44,Rhode Island,B27010_058,120422,3893
44,Rhode Island,B27010_066,865,452
45,South Carolina,B27010_002,1181973,4869
45,South Carolina,B27010_003,1034491,10439
45,South Carolina,B27010_010,78652,6523
45,South Carolina,B27010_017,68830,7261
45,South Carolina,B27010_018,1023438,6901
45,South Carolina,B27010_019,771748,12253
45,South Carolina,B27010_026,57130,5436
45,South Carolina,B27010_033,194560,9955
45,South Carolina,B27010_034,1926041,5788
45,South Carolina,B27010_035,1445881,14722
45,South Carolina,B27010_042,200213,8844
45,South Carolina,B27010_050,279947,10900
45,South Carolina,B27010_051,917061,2834
45,South Carolina,B27010_052,283990,7763
45,South Carolina,B27010_058,628742,7994
45,South Carolina,B27010_066,4329,1154
46,South Dakota,B27010_002,226171,2146
46,South Dakota,B27010_003,195386,4076
46,South Dakota,B27010_010,13148,2146
46,South Dakota,B27010_017,17637,3254
46,South Dakota,B27010_018,178160,2978
46,South Dakota,B27010_019,134186,3576
46,South Dakota,B27010_026,11449,2491
46,South Dakota,B27010_033,32525,2773
46,South Dakota,B27010_034,315549,2388
46,South Dakota,B27010_035,246766,3880
46,South Dakota,B27010_042,31000,3139
46,South Dakota,B27010_050,37783,3314
46,South Dakota,B27010_051,147425,1338
46,South Dakota,B27010_052,53395,3203
46,South Dakota,B27010_058,93638,3413
46,South Dakota,B27010_066,392,261
47,Tennessee,B27010_002,1600213,6797
47,Tennessee,B27010_003,1414440,12715
47,Tennessee,B27010_010,105301,8299
47,Tennessee,B27010_017,80472,7233
47,Tennessee,B27010_018,1427263,7742
47,Tennessee,B27010_019,1103817,12189
47,Tennessee,B27010_026,79391,5503
47,Tennessee,B27010_033,244055,11252
47,Tennessee,B27010_034,2580552,5966
47,Tennessee,B27010_035,1975086,16544
47,Tennessee,B27010_042,253997,9183
47,Tennessee,B27010_050,351469,12037
47,Tennessee,B27010_051,1111287,3877
47,Tennessee,B27010_052,388897,9518
47,Tennessee,B27010_058,716739,10249
47,Tennessee,B27010_066,5651,1421
48,Texas,B27010_002,7808139,10738
48,Texas,B27010_003,6496032,31128
48,Texas,B27010_010,316783,16485
48,Texas,B27010_017,995324,25176
48,Texas,B27010_018,6446415,15066
48,Texas,B27010_019,4296756,34720
48,Texas,B27010_026,267569,11441
48,Texas,B27010_033,1882090,31169
48,Texas,B27010_034,10606550,13332
48,Texas,B27010_035,7550810,40297
48,Texas,B27010_042,764082,17900
48,Texas,B27010_050,2291658,36000
48,Texas,B27010_051,3653324,7430
48,Texas,B27010_052,1404865,18791
48,Texas,B27010_058,2183571,20329
48,Texas,B27010_066,64888,6679
49,Utah,B27010_002,982566,3428
49,Utah,B27010_003,855850,7422
49,Utah,B27010_010,45099,5201
49,Utah,B27010_017,81617,6730
49,Utah,B27010_018,770450,5357
49,Utah,B27010_019,627314,9357
49,Utah,B27010_026,37963,4119
