GEOID,NAME,variable,estimate,moe
49,Utah,B27010_010,61925,6411
49,Utah,B27010_017,65640,6749
49,Utah,B27010_018,837233,4760
49,Utah,B27010_019,689376,7980
49,Utah,B27010_026,54686,4865
49,Utah,B27010_033,93171,7268
49,Utah,B27010_034,1154287,3407
49,Utah,B27010_035,965691,8373
49,Utah,B27010_042,79643,4941
49,Utah,B27010_050,108953,6590
49,Utah,B27010_051,410460,1782
49,Utah,B27010_052,180268,5019
49,Utah,B27010_058,227675,5235
49,Utah,B27010_066,2517,975
50,Vermont,B27010_002,123995,1932
50,Vermont,B27010_003,113904,2575
50,Vermont,B27010_010,7548,1580
50,Vermont,B27010_017,2543,944
50,Vermont,B27010_018,127675,2154
50,Vermont,B27010_019,109798,2382
50,Vermont,B27010_026,9197,1523
50,Vermont,B27010_033,8680,1658
50,Vermont,B27010_034,249960,1347
50,Vermont,B27010_035,217252,2916
50,Vermont,B27010_042,22571,2138
50,Vermont,B27010_050,10137,1701
50,Vermont,B27010_051,140434,1026
50,Vermont,B27010_052,46472,2497
50,Vermont,B27010_058,93641,2650
50,Vermont,B27010_066,321,236
51,Virginia,B27010_002,1997126,7457
51,Virginia,B27010_003,1728509,13942
51,Virginia,B27010_010,177032,11826
51,Virginia,B27010_017,91585,8366
51,Virginia,B27010_018,1735350,10096
51,Virginia,B27010_019,1409109,12549
51,Virginia,B27010_026,133552,9077
51,Virginia,B27010_033,192689,8589
51,Virginia,B27010_034,3290523,8416
51,Virginia,B27010_035,2688139,13937
51,Virginia,B27010_042,355946,11472
51,Virginia,B27010_050,246438,10633
51,Virginia,B27010_051,1466258,3882
51,Virginia,B27010_052,515838,10881
51,Virginia,B27010_058,937653,10969
51,Virginia,B27010_066,12767,2285
53,Washington,B27010_002,1741764,5278
53,Washington,B27010_003,1540809,11388
53,Washington,B27010_010,143204,8785
53,Washington,B27010_017,57751,7078
53,Washington,B27010_018,1677252,6958
53,Washington,B27010_019,1390084,11536
53,Washington,B27010_026,118154,6882
53,Washington,B27010_033,169014,8733
53,Washington,B27010_034,2960486,5721
53,Washington,B27010_035,2451154,15198
53,Washington,B27010_042,264561,10075
53,Washington,B27010_050,244771,10001
53,Washington,B27010_051,1314425,2641
53,Washington,B27010_052,494132,9865
53,Washington,B27010_058,810766,9614
53,Washington,B27010_066,9527,1763
54,West Virginia,B27010_002,375941,3133
54,West Virginia,B27010_003,332739,5371
54,West Virginia,B27010_010,31784,3955
54,West Virginia,B27010_017,11418,2391
54,West Virginia,B27010_018,331649,3705
54,West Virginia,B27010_019,267025,5151
54,West Virginia,B27010_026,27431,3019
54,West Virginia,B27010_033,37193,3497
54,West Virginia,B27010_034,657365,3354
54,West Virginia,B27010_035,524144,7503
54,West Virginia,B27010_042,80023,5942
54,West Virginia,B27010_050,53198,4470
54,West Virginia,B27010_051,371185,1559
54,West Virginia,B27010_052,123770,5941
54,West Virginia,B27010_058,246507,6028
54,West Virginia,B27010_066,908,486
55,Wisconsin,B27010_002,1325166,4851
55,Wisconsin,B27010_003,1151044,8839
55,Wisconsin,B27010_010,119884,6143
55,Wisconsin,B27010_017,54238,5349
55,Wisconsin,B27010_018,1197673,6130
55,Wisconsin,B27010_019,998411,8918
55,Wisconsin,B27010_026,94415,6007
55,Wisconsin,B27010_033,104847,5884
55,Wisconsin,B27010_034,2221149,4954
55,Wisconsin,B27010_035,1896971,11146
55,Wisconsin,B27010_042,203833,8941
55,Wisconsin,B27010_050,120345,6280
55,Wisconsin,B27010_051,1107279,2922
55,Wisconsin,B27010_052,425839,7358
55,Wisconsin,B27010_058,676706,7453
55,Wisconsin,B27010_066,4734,1125
56,Wyoming,B27010_002,136561,1784
56,Wyoming,B27010_003,114591,3570
56,Wyoming,B27010_010,12121,2503
56,Wyoming,B27010_017,9849,2788
56,Wyoming,B27010_018,115854,2470
56,Wyoming,B27010_019,83998,3568
56,Wyoming,B27010_026,8789,1572
56,Wyoming,B27010_033,23067,3140
56,Wyoming,B27010_034,211603,2225
56,Wyoming,B27010_035,163213,3651
56,Wyoming,B27010_042,20370,2146
56,Wyoming,B27010_050,28020,2985
56,Wyoming,B27010_051,109728,1143
56,Wyoming,B27010_052,40678,2998
56,Wyoming,B27010_058,68866,2981
56,Wyoming,B27010_066,184,176
72,Puerto Rico,B27010_002,542201,3056
72,Puerto Rico,B27010_003,507510,5312
72,Puerto Rico,B27010_010,22630,3279
72,Puerto Rico,B27010_017,12061,2341
72,Puerto Rico,B27010_018,656859,6063
72,Puerto Rico,B27010_019,580635,7755
72,Puerto Rico,B27010_026,19611,3235
72,Puerto Rico,B27010_033,56613,5854
72,Puerto Rico,B27010_034,1217717,5519
72,Puerto Rico,B27010_035,1019985,8974
72,Puerto Rico,B27010_042,105312,7566
72,Puerto Rico,B27010_050,92420,5358
72,Puerto Rico,B27010_051,763843,382
72,Puerto Rico,B27010_052,303737,7735
72,Puerto Rico,B27010_058,454084,7681
72,Puerto Rico,B27010_066,6022,1287
